01, 010, 020, 207, 8.9, 0.001
01, 020, 030, 177, 8.9, 0.000
01, 030, 040, 163, 8.9, 0.000
01, 040, 050, 001, 8.9, 0.000
01, 050, 060, 001, 8.8, 0.000
01, 060, 070, 001, 8.8, 0.001
01, 070, 270, 001, 8.8, 0.001
01, 270, 280, 001, 8.8, 0.001
01, 280, 300, 001, 8.8, 0.001
01, 300, 320, 001, 8.8, 0.002
01, 030, 350, 172, 8.9, 0.000
01, 350, 080, 020, 8.9, 0.000
01, 350, 090, 020, 8.9, 0.000
01, 350, 100, 020, 8.9, 0.000
01, 040, 130, 001, 8.9, 0.000
01, 050, 190, 001, 8.8, 0.000
01, 190, 200, 001, 8.8, 0.001
01, 190, 210, 001, 8.8, 0.001
01, 210, 220, 001, 8.8, 0.001
01, 210, 230, 001, 8.8, 0.001
01, 230, 240, 001, 8.8, 0.001
01, 230, 250, 001, 8.8, 0.001
01, 020, 330, 182, 8.9, 0.000
01, 330, 110, 197, 8.9, 0.000
01, 330, 120, 191, 8.9, 0.000
01, 050, 340, 001, 8.8, 0.000
01, 340, 140, 001, 8.8, 0.001
01, 340, 150, 001, 8.8, 0.001
01, 340, 160, 001, 8.8, 0.001
01, 160, 170, 001, 8.8, 0.001
01, 160, 180, 001, 8.8, 0.001
01, 060, 260, 001, 8.8, 0.001
01, 280, 290, 001, 8.8, 0.001
01, 300, 310, 001, 8.8, 0.002
02, 010, 020, 207, 6.1, 0.004
02, 020, 030, 177, 6.1, 0.003
02, 030, 040, 201, 6.0, 0.003
02, 040, 050, 207, 6.0, 0.002
02, 050, 060, 181, 5.9, 0.002
02, 060, 070, 184, 5.9, 0.001
02, 070, 270, 217, 5.9, 0.001
02, 270, 280, 173, 5.9, 0.000
02, 280, 300, 053, 5.9, 0.000
02, 300, 320, 001, 5.9, 0.000
02, 030, 350, 172, 6.0, 0.003
02, 350, 080, 197, 6.0, 0.002
02, 350, 090, 181, 6.0, 0.002
02, 350, 100, 200, 6.0, 0.002
02, 040, 130, 193, 6.0, 0.002
02, 050, 190, 174, 5.9, 0.002
02, 190, 200, 208, 5.9, 0.001
02, 190, 210, 208, 5.9, 0.001
02, 210, 220, 190, 5.9, 0.001
02, 210, 230, 207, 5.9, 0.000
02, 230, 240, 165, 5.9, 0.000
02, 230, 250, 165, 5.9, 0.000
02, 020, 330, 182, 6.1, 0.003
02, 330, 110, 197, 6.0, 0.003
02, 330, 120, 191, 6.0, 0.003
02, 050, 340, 228, 5.9, 0.001
02, 340, 140, 198, 5.9, 0.001
02, 340, 150, 207, 5.9, 0.001
02, 340, 160, 208, 5.9, 0.001
02, 160, 170, 205, 5.9, 0.000
02, 160, 180, 202, 5.9, 0.000
02, 060, 260, 218, 5.9, 0.001
02, 280, 290, 046, 5.9, 0.000
02, 300, 310, 001, 5.9, 0.000
03, 010, 020, 207, 3.5, 0.014
03, 020, 030, 177, 3.4, 0.013
03, 030, 040, 201, 3.4, 0.011
03, 040, 050, 207, 3.3, 0.009
03, 050, 060, 181, 3.3, 0.008
03, 060, 070, 184, 3.2, 0.006
03, 070, 270, 217, 3.2, 0.004
03, 270, 280, 173, 3.2, 0.003
03, 280, 300, 206, 3.1, 0.001
03, 300, 320, 149, 3.1, 0.000
03, 030, 350, 172, 3.4, 0.011
03, 350, 080, 197, 3.3, 0.010
03, 350, 090, 181, 3.3, 0.010
03, 350, 100, 200, 3.3, 0.010
03, 040, 130, 193, 3.3, 0.009
03, 050, 190, 174, 3.3, 0.008
03, 190, 200, 208, 3.2, 0.006
03, 190, 210, 208, 3.2, 0.006
03, 210, 220, 190, 3.2, 0.004
03, 210, 230, 207, 3.2, 0.004
03, 230, 240, 179, 3.1, 0.002
03, 230, 250, 180, 3.1, 0.002
03, 020, 330, 182, 3.4, 0.013
03, 330, 110, 197, 3.4, 0.011
03, 330, 120, 191, 3.4, 0.011
03, 050, 340, 228, 3.2, 0.007
03, 340, 140, 198, 3.2, 0.005
03, 340, 150, 207, 3.2, 0.005
03, 340, 160, 208, 3.2, 0.005
03, 160, 170, 205, 3.2, 0.003
03, 160, 180, 202, 3.2, 0.003
03, 060, 260, 218, 3.2, 0.006
03, 280, 290, 182, 3.1, 0.001
03, 300, 310, 124, 3.1, 0.000
04, 010, 020, 207, 4.9, 0.010
04, 020, 030, 177, 4.8, 0.009
04, 030, 040, 201, 4.7, 0.008
04, 040, 050, 207, 4.7, 0.007
04, 050, 060, 181, 4.6, 0.006
04, 060, 070, 184, 4.6, 0.005
04, 070, 270, 217, 4.5, 0.004
04, 270, 280, 173, 4.5, 0.004
04, 280, 300, 206, 4.5, 0.003
04, 300, 320, 214, 4.4, 0.002
04, 030, 350, 172, 4.8, 0.008
04, 350, 080, 197, 4.7, 0.007
04, 350, 090, 181, 4.7, 0.007
04, 350, 100, 200, 4.7, 0.007
04, 040, 130, 193, 4.7, 0.007
04, 050, 190, 174, 4.6, 0.006
04, 190, 200, 208, 4.6, 0.005
04, 190, 210, 208, 4.6, 0.005
04, 210, 220, 190, 4.5, 0.004
04, 210, 230, 207, 4.5, 0.004
04, 230, 240, 179, 4.5, 0.003
04, 230, 250, 180, 4.5, 0.003
04, 020, 330, 182, 4.8, 0.009
04, 330, 110, 197, 4.7, 0.008
04, 330, 120, 191, 4.7, 0.008
04, 050, 340, 228, 4.6, 0.006
04, 340, 140, 198, 4.6, 0.005
04, 340, 150, 207, 4.6, 0.005
04, 340, 160, 208, 4.6, 0.005
04, 160, 170, 205, 4.5, 0.004
04, 160, 180, 202, 4.5, 0.004
04, 060, 260, 218, 4.6, 0.005
04, 280, 290, 182, 4.5, 0.003
04, 300, 310, 224, 4.4, 0.002
05, 010, 020, 207, 4.7, 0.009
05, 020, 030, 177, 4.7, 0.008
05, 030, 040, 201, 4.6, 0.007
05, 040, 050, 207, 4.5, 0.006
05, 050, 060, 181, 4.5, 0.005
05, 060, 070, 184, 4.5, 0.004
05, 070, 270, 217, 4.4, 0.003
05, 270, 280, 173, 4.4, 0.002
05, 280, 300, 206, 4.4, 0.001
05, 300, 320, 214, 4.3, 0.001
05, 030, 350, 172, 4.6, 0.007
05, 350, 080, 197, 4.6, 0.006
05, 350, 090, 181, 4.6, 0.006
05, 350, 100, 200, 4.6, 0.006
05, 040, 130, 193, 4.5, 0.006
05, 050, 190, 174, 4.5, 0.005
05, 190, 200, 208, 4.5, 0.004
05, 190, 210, 208, 4.5, 0.004
05, 210, 220, 190, 4.4, 0.003
05, 210, 230, 207, 4.4, 0.003
05, 230, 240, 179, 4.4, 0.002
05, 230, 250, 180, 4.4, 0.002
05, 020, 330, 182, 4.7, 0.008
05, 330, 110, 197, 4.6, 0.007
05, 330, 120, 191, 4.6, 0.007
05, 050, 340, 228, 4.5, 0.005
05, 340, 140, 198, 4.4, 0.004
05, 340, 150, 207, 4.4, 0.004
05, 340, 160, 208, 4.4, 0.003
05, 160, 170, 205, 4.4, 0.002
05, 160, 180, 202, 4.4, 0.002
05, 060, 260, 218, 4.4, 0.004
05, 280, 290, 182, 4.4, 0.001
05, 300, 310, 224, 4.3, 0.000
06, 010, 020, 055, 3.6, 0.038
06, 020, 030, 177, 10.0, 0.142
06, 030, 040, 201, 10.0, 0.143
06, 040, 050, 207, 10.0, 0.142
06, 050, 060, 181, 10.0, 0.142
06, 060, 070, 184, 10.0, 0.142
06, 070, 270, 217, 10.0, 0.142
06, 270, 280, 173, 10.0, 0.141
06, 280, 300, 206, 10.0, 0.141
06, 300, 320, 214, 10.0, 0.141
06, 030, 350, 172, 10.0, 0.142
06, 350, 080, 197, 10.0, 0.141
06, 350, 090, 181, 10.0, 0.141
06, 350, 100, 200, 10.0, 0.141
06, 040, 130, 193, 10.0, 0.141
06, 050, 190, 174, 10.0, 0.142
06, 190, 200, 208, 10.0, 0.141
06, 190, 210, 208, 10.0, 0.141
06, 210, 220, 190, 10.0, 0.141
06, 210, 230, 207, 10.0, 0.141
06, 230, 240, 179, 10.0, 0.141
06, 230, 250, 180, 10.0, 0.141
06, 020, 330, 182, 10.0, 0.140
06, 330, 110, 197, 10.0, 0.141
06, 330, 120, 191, 10.0, 0.141
06, 050, 340, 228, 10.0, 0.141
06, 340, 140, 198, 10.0, 0.141
06, 340, 150, 207, 10.0, 0.141
06, 340, 160, 208, 10.0, 0.141
06, 160, 170, 205, 10.0, 0.141
06, 160, 180, 202, 10.0, 0.141
06, 060, 260, 218, 10.0, 0.141
06, 280, 290, 182, 10.0, 0.141
06, 300, 310, 224, 10.0, 0.141
07, 010, 020, 055, 4.0, 0.050
07, 020, 030, 177, 10.0, 0.141
07, 030, 040, 201, 10.0, 0.142
07, 040, 050, 207, 10.0, 0.142
07, 050, 060, 181, 10.0, 0.141
07, 060, 070, 069, 10.0, 0.141
07, 070, 270, 081, 10.0, 0.141
07, 270, 280, 065, 10.0, 0.141
07, 280, 300, 077, 10.0, 0.141
07, 300, 320, 080, 10.0, 0.141
07, 030, 350, 172, 10.0, 0.141
07, 350, 080, 197, 10.0, 0.141
07, 350, 090, 181, 10.0, 0.141
07, 350, 100, 200, 10.0, 0.141
07, 040, 130, 193, 10.0, 0.141
07, 050, 190, 174, 10.0, 0.141
07, 190, 200, 078, 10.0, 0.141
07, 190, 210, 078, 10.0, 0.141
07, 210, 220, 071, 10.0, 0.141
07, 210, 230, 078, 10.0, 0.141
07, 230, 240, 067, 10.0, 0.141
07, 230, 250, 067, 10.0, 0.141
07, 020, 330, 182, 10.0, 0.140
07, 330, 110, 197, 10.0, 0.141
07, 330, 120, 191, 10.0, 0.141
07, 050, 340, 228, 10.0, 0.141
07, 340, 140, 074, 10.0, 0.141
07, 340, 150, 078, 10.0, 0.141
07, 340, 160, 078, 10.0, 0.141
07, 160, 170, 077, 10.0, 0.141
07, 160, 180, 076, 10.0, 0.141
07, 060, 260, 081, 10.0, 0.141
07, 280, 290, 068, 10.0, 0.141
07, 300, 310, 083, 10.0, 0.141
08, 010, 020, 055, 3.5, 0.058
08, 020, 030, 177, 10.0, 0.150
08, 030, 040, 201, 10.0, 0.151
08, 040, 050, 082, 10.0, 0.151
08, 050, 060, 071, 10.0, 0.150
08, 060, 070, 072, 10.0, 0.150
08, 070, 270, 084, 10.0, 0.150
08, 270, 280, 067, 10.0, 0.150
08, 280, 300, 079, 10.0, 0.150
08, 300, 320, 082, 10.0, 0.150
08, 030, 350, 172, 10.0, 0.150
08, 350, 080, 197, 10.0, 0.150
08, 350, 090, 181, 10.0, 0.150
08, 350, 100, 200, 10.0, 0.150
08, 040, 130, 075, 10.0, 0.150
08, 050, 190, 068, 10.0, 0.150
08, 190, 200, 081, 10.0, 0.150
08, 190, 210, 081, 10.0, 0.150
08, 210, 220, 074, 10.0, 0.150
08, 210, 230, 080, 10.0, 0.150
08, 230, 240, 069, 10.0, 0.150
08, 230, 250, 069, 10.0, 0.150
08, 020, 330, 182, 10.0, 0.149
08, 330, 110, 197, 10.0, 0.150
08, 330, 120, 191, 10.0, 0.150
08, 050, 340, 089, 10.0, 0.150
08, 340, 140, 077, 10.0, 0.150
08, 340, 150, 080, 10.0, 0.150
08, 340, 160, 081, 10.0, 0.150
